Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Bathroom,Point Of Contact,Size-binned,Rent-binned,Furnished,Semi-Furnished,Unfurnished,Bachelors,Bachelors/Family,Family
2022-05-25,3,55000.0,868,9 out of 21,Carpet Area,"Orchid Suburbia, Bander Pakhadi",Mumbai,3,Contact Agent,Small,Low,0,0,1,0,0,1
2022-06-18,2,55000.0,750,6 out of 15,Carpet Area,"Omkar Meridia, Bandra Kurla Complex",Mumbai,2,Contact Agent,Small,Low,0,1,0,0,1,0
2022-04-28,1,36000.0,540,2 out of 3,Super Area,in Mahim West,Mumbai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-16,4,230000.0,2100,21 out of 33,Carpet Area,"Hiranandani Gardens Odyssey I, Hiranandani Gardens",Mumbai,5,Contact Agent,Small,Low,1,0,0,0,0,1
2022-07-06,1,22000.0,450,4 out of 7,Carpet Area,Charkop Sector 6,Mumbai,2,Contact Agent,Small,Low,0,1,0,0,0,1
2022-05-31,3,170000.0,1600,25 out of 52,Carpet Area,"Crescent Bay Callisto, Parel",Mumbai,4,Contact Agent,Small,Low,0,1,0,0,0,1
2022-04-28,1,34000.0,560,3 out of 7,Super Area,Serenity Complex,Mumbai,2,Contact Owner,Small,Low,0,1,0,1,0,0
2022-06-02,1,45000.0,500,2 out of 3,Carpet Area,"Irla, Vile Parle West",Mumbai,1,Contact Agent,Small,Low,0,0,1,1,0,0
2022-05-23,1,14000.0,305,2 out of 24,Carpet Area,Kandivali West,Mumbai,1,Contact Agent,Small,Low,0,0,1,0,1,0
2022-06-09,3,75000.0,970,1 out of 3,Carpet Area,"Paras Building, Sion East",Mumbai,2,Contact Owner,Small,Low,1,0,0,0,1,0
2022-06-04,1,7000.0,480,4 out of 4,Carpet Area,Taloja Phase 2,Mumbai,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-31,2,55000.0,720,1 out of 6,Carpet Area,"diamond garden, Chembur East",Mumbai,2,Contact Agent,Small,Low,0,1,0,0,1,0
2022-07-09,2,55000.0,950,7 out of 10,Carpet Area,"Valentine Apartments, Gokuldham",Mumbai,2,Contact Agent,Small,Low,0,1,0,0,0,1
2022-06-27,4,700000.0,3200,24 out of 24,Carpet Area,"Lady Ratan Tower, Worli",Mumbai,4,Contact Agent,Compact,Low,1,0,0,0,1,0
2022-06-16,3,140000.0,1450,18 out of 33,Carpet Area,"Hiranandani Gardens Torino, Hiranandani Gardens",Mumbai,3,Contact Agent,Small,Low,1,0,0,0,0,1
2022-06-23,2,42000.0,774,10 out of 20,Carpet Area,"Lokhandwala Octacrest, Lokhandwala Twp",Mumbai,2,Contact Agent,Small,Low,0,1,0,0,0,1
2022-06-23,1,27000.0,450,2 out of 3,Super Area,Andheri West,Mumbai,1,Contact Agent,Small,Low,0,0,1,0,0,1
2022-06-09,3,60000.0,1000,1 out of 10,Carpet Area,Malad West,Mumbai,3,Contact Agent,Small,Low,0,1,0,1,0,0
2022-06-23,1,17000.0,340,1 out of 8,Super Area,Goregaon East,Mumbai,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-26,1,30000.0,430,14 out of 23,Carpet Area,"Sindhi Society, Chembur",Mumbai,2,Contact Agent,Small,Low,0,1,0,0,1,0
2022-05-31,2,45000.0,722,4 out of 7,Carpet Area,"Alpine Apartments, Chembur East",Mumbai,2,Contact Agent,Small,Low,0,0,1,0,1,0
2022-06-25,3,90000.0,1152,12 out of 21,Carpet Area,"Kabra Metro One, Seven Bungalows",Mumbai,2,Contact Agent,Small,Low,1,0,0,0,1,0
2022-04-28,1,25000.0,641,3 out of 8,Super Area,Borivali West,Mumbai,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-14,2,70000.0,810,4 out of 11,Carpet Area,"Vintage Pearl Apartment, Bandra West",Mumbai,2,Contact Agent,Small,Low,1,0,0,0,1,0
2022-06-04,2,90000.0,800,5 out of 6,Carpet Area,Vile Parle West,Mumbai,2,Contact Agent,Small,Low,1,0,0,0,0,1
2022-07-07,2,110000.0,875,12 out of 14,Carpet Area,Bandra West,Mumbai,2,Contact Agent,Small,Low,0,0,1,0,1,0
2022-05-04,2,20000.0,700,8 out of 22,Super Area,"Man Opus, Mira Road",Mumbai,2,Contact Owner,Small,Low,0,0,1,0,0,1
2022-06-15,1,35000.0,420,Ground out of 3,Super Area,in Andheri West,Mumbai,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-23,3,80000.0,1400,1 out of 2,Carpet Area,Ghatkopar,Mumbai,3,Contact Owner,Small,Low,1,0,0,0,1,0
2022-05-13,2,54500.0,758,12 out of 24,Carpet Area,"L&T Emerald Isle, Chandivali",Mumbai,2,Contact Agent,Small,Low,0,1,0,0,1,0
2022-06-07,4,350000.0,2880,45 out of 60,Carpet Area,"Lodha World Crest, Lower Parel",Mumbai,5,Contact Agent,Compact,Low,0,0,1,1,0,0
2022-06-20,1,45000.0,480,7 out of 7,Carpet Area,Seven Bungalows,Mumbai,2,Contact Agent,Small,Low,1,0,0,0,1,0
2022-06-17,1,38000.0,550,6 out of 10,Carpet Area,Sion East,Mumbai,2,Contact Agent,Small,Low,0,0,1,1,0,0
2022-07-07,2,90000.0,900,60 out of 71,Carpet Area,"Lodha Venezia, Parel",Mumbai,2,Contact Agent,Small,Low,0,1,0,1,0,0
2022-05-27,1,22000.0,400,8 out of 22,Super Area,Bhoiwada,Mumbai,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-09,2,70000.0,760,9 out of 22,Carpet Area,"L&T Emerald Isle, Powai",Mumbai,2,Contact Agent,Small,Low,0,1,0,0,1,0
2022-06-07,4,380000.0,2800,36 out of 81,Carpet Area,"World One Tower Mumbai, Worli",Mumbai,5,Contact Agent,Compact,Low,0,0,1,1,0,0
2022-06-20,1,50000.0,400,10 out of 22,Carpet Area,"Hiranandani Regent Hill, Hiranandani Gardens",Mumbai,1,Contact Agent,Small,Low,0,1,0,0,1,0
2022-07-07,4,680000.0,1962,18 out of 20,Carpet Area,Khar West,Mumbai,5,Contact Agent,Small,Low,0,1,0,0,1,0
2022-07-09,3,140000.0,1100,6 out of 12,Carpet Area,Waterfield Road,Mumbai,3,Contact Agent,Small,Low,0,1,0,0,1,0
2022-05-27,2,40000.0,800,1 out of 3,Super Area,in Borivali West,Mumbai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-07,2,32000.0,590,7 out of 12,Carpet Area,"Saaga Mrunali CHS, Shantivan",Mumbai,2,Contact Agent,Small,Low,0,0,1,0,0,1
2022-07-06,2,78000.0,600,14 out of 22,Carpet Area,Andheri West,Mumbai,2,Contact Agent,Small,Low,0,1,0,0,1,0
2022-05-25,4,280000.0,2500,24 out of 60,Carpet Area,"Bombay Dyeing Two ICC, Dadar TT Circle",Mumbai,6,Contact Agent,Small,Low,0,1,0,0,1,0
2022-07-06,2,45000.0,670,17 out of 22,Carpet Area,Chembur,Mumbai,2,Contact Agent,Small,Low,0,0,1,0,1,0
2022-06-09,2,65000.0,960,16 out of 38,Carpet Area,"Dosti Ambrosia, Wadala East",Mumbai,2,Contact Agent,Small,Low,0,1,0,0,1,0
2022-06-21,2,65000.0,1500,4 out of 4,Super Area,in Sion,Mumbai,3,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-08,1,35000.0,500,1 out of 5,Super Area,Ghatkopar West,Mumbai,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-28,3,90000.0,1120,8 out of 45,Carpet Area,"DB Woods, Gokuldham",Mumbai,2,Contact Agent,Small,Low,1,0,0,0,0,1
2022-05-27,4,250000.0,2729,20 out of 27,Carpet Area,"L&T Emerald Isle, Powai",Mumbai,5,Contact Agent,Compact,Low,0,1,0,1,0,0
2022-06-30,3,70000.0,3354,Ground out of 16,Carpet Area,Talagatta Pura,Bangalore,3,Contact Agent,Compact,Low,1,0,0,0,1,0
2022-06-23,2,10500.0,800,3 out of 4,Super Area,Nagappa Reddy layout-Dooravani Nagar,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-04,2,13000.0,1000,Ground out of 4,Super Area,"Kattigenahalli, Bellary Road",Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-04,2,17000.0,1040,4 out of 4,Super Area,C V Raman Nagar,Bangalore,2,Contact Owner,Small,Low,1,0,0,0,1,0
2022-06-04,3,21000.0,1403,1 out of 4,Super Area,"Chikkalasandra, Bangalore",Bangalore,3,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-04,2,10000.0,600,3 out of 4,Super Area,Talaghattapura,Bangalore,1,Contact Owner,Small,Low,1,0,0,0,1,0
2022-07-09,4,61500.0,2608,1 out of 4,Carpet Area,Malleshwaram,Bangalore,3,Contact Agent,Small,Low,0,1,0,1,0,0
2022-05-11,2,13000.0,850,1 out of 3,Carpet Area,"Ramaiah Layout, Kacharakanahalli",Bangalore,2,Contact Agent,Small,Low,0,1,0,0,0,1
2022-06-04,1,7500.0,400,1 out of 2,Super Area,Rajajinagar,Bangalore,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-04,2,17000.0,1000,3 out of 4,Super Area,Padmanabha Nagar,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-23,3,25000.0,1350,5 out of 14,Carpet Area,Kengeri Main Road,Bangalore,3,Contact Owner,Small,Low,0,1,0,1,0,0
2022-05-10,2,10500.0,800,1 out of 2,Carpet Area,Ramamurthy Nagar,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-04,1,8000.0,350,3 out of 3,Super Area,Thanisandra,Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-10,1,9500.0,900,Ground out of 2,Super Area,J P Nagar,Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-06,3,50000.0,2000,1 out of 2,Carpet Area,Bannerghatta Main Road,Bangalore,3,Contact Agent,Small,Low,0,1,0,0,1,0
2022-05-09,2,13000.0,700,1 out of 4,Super Area,"Vinayakanagar, Hebbal",Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-20,1,13500.0,600,1 out of 4,Super Area,venkatapuram,Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-16,2,13000.0,700,Ground out of 1,Carpet Area,"Vv Nagar, Bikasipura",Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-02,1,15000.0,600,2 out of 4,Super Area,C V Raman Nagar,Bangalore,1,Contact Agent,Small,Low,0,1,0,1,0,0
2022-05-10,2,15000.0,1400,Ground out of 1,Super Area,Ramamurthy Nagar,Bangalore,3,Contact Owner,Small,Low,1,0,0,0,1,0
2022-05-10,1,7000.0,600,Ground out of 3,Super Area,Kacharakanahalli,Bangalore,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-10,2,25000.0,770,8 out of 32,Super Area,Tumkur Road,Bangalore,2,Contact Owner,Small,Low,1,0,0,0,1,0
2022-06-25,2,17000.0,900,1 out of 2,Carpet Area,Babusahib Palya,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,0,1
2022-06-23,1,7500.0,500,Ground out of 3,Super Area,"Kumaraswamy Layout, Kumaraswamy Layout",Bangalore,1,Contact Owner,Small,Low,1,0,0,0,1,0
2022-05-27,2,15000.0,1100,1 out of 2,Super Area,Nri Layout,Bangalore,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-27,1,7500.0,500,1 out of 2,Super Area,"Balaji Layout -Hongasandra, Hongasandra",Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-04-28,3,25000.0,1260,Ground out of 2,Super Area,Vijaya Bank Layout,Bangalore,3,Contact Owner,Small,Low,1,0,0,0,1,0
2022-06-30,3,54000.0,1750,2 out of 4,Carpet Area,"Jaya Nagar Block 1, Jayanagar",Bangalore,3,Contact Agent,Small,Low,0,1,0,0,1,0
2022-05-24,1,14500.0,600,1 out of 3,Carpet Area,Maruthi Sevanagar,Bangalore,1,Contact Agent,Small,Low,0,1,0,1,0,0
2022-06-20,1,4500.0,450,Ground out of 3,Super Area,Nelamangala,Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-27,2,10500.0,800,3 out of 4,Super Area,Yelahanka New Town,Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-27,1,5500.0,400,Ground out of 2,Super Area,Hongasandra,Bangalore,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-13,2,16000.0,600,1 out of 2,Carpet Area,Girinagar,Bangalore,2,Contact Owner,Small,Low,0,0,1,1,0,0
2022-06-04,1,7000.0,400,Ground out of 2,Super Area,T Dasarahalli,Bangalore,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-20,2,12500.0,900,Ground out of 3,Super Area,Ramamurthy Nagar,Bangalore,2,Contact Owner,Small,Low,1,0,0,0,1,0
2022-06-08,2,10000.0,1200,Ground out of 4,Super Area,Jogupalya,Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-04,2,18000.0,1045,1 out of 2,Carpet Area,Maruthi Sevanagar,Bangalore,2,Contact Owner,Small,Low,0,1,0,1,0,0
2022-05-02,3,28000.0,1021,10 out of 10,Carpet Area,"Balaji Gardens Layout, Gottigere",Bangalore,3,Contact Owner,Small,Low,1,0,0,1,0,0
2022-06-17,3,12000.0,1200,Ground out of 4,Super Area,in Bannerghatta Road,Bangalore,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-23,2,13000.0,1000,1 out of 3,Carpet Area,"Electronic City Phase 2, Electronic City",Bangalore,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-18,2,50000.0,1280,2 out of 12,Carpet Area,Hebbal,Bangalore,2,Contact Agent,Small,Low,1,0,0,0,1,0
2022-06-21,1,7000.0,450,1 out of 2,Carpet Area,Jalahalli East,Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-14,2,30000.0,450,2 out of 3,Super Area,"Garebhavipalya, Hongasandra, Hosur Road",Bangalore,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-08,1,10000.0,600,3 out of 4,Super Area,Btm Layout Stage 4,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-04,2,15000.0,800,2 out of 3,Super Area,Konanakunte,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-04,1,7500.0,500,2 out of 4,Super Area,Basaveshwar Nagar,Bangalore,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-06,3,45000.0,1680,7 out of 19,Super Area,"Jp Nagar Phase 7, J P Nagar",Bangalore,3,Contact Agent,Small,Low,0,1,0,0,1,0
2022-07-06,3,65000.0,2000,23 out of 40,Carpet Area,Hebbal,Bangalore,3,Contact Agent,Small,Low,0,1,0,1,0,0
2022-07-06,1,12000.0,500,1 out of 4,Carpet Area,Koramangala Block 4,Bangalore,1,Contact Agent,Small,Low,0,1,0,1,0,0
2022-07-06,1,7000.0,500,2 out of 2,Carpet Area,"Aecs Layout-Singasandra, Singasandra, Hosur Road",Bangalore,1,Contact Owner,Small,Low,0,1,0,1,0,0
2022-06-20,1,9000.0,800,2 out of 3,Super Area,Mahadevapura,Bangalore,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-20,2,23000.0,1100,2 out of 3,Super Area,Banaswadi,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,0,1
2022-06-20,2,30000.0,1200,3 out of 4,Super Area,"Kalasipalyam, Kalasipalyam",Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-27,1,8000.0,500,2 out of 3,Carpet Area,"Tilak Nagar, Jayanagar, bannerghatta main Road",Bangalore,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-12,2,16000.0,1155,3 out of 4,Super Area,K R Puram,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,0,1
2022-06-21,1,7500.0,440,3 out of 4,Super Area,Electronic City,Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-18,2,20000.0,1040,1 out of 7,Carpet Area,Sarjapur Road,Bangalore,2,Contact Agent,Small,Low,0,1,0,0,1,0
2022-05-27,4,110000.0,2900,7 out of 18,Carpet Area,whitefield,Bangalore,4,Contact Agent,Compact,Low,1,0,0,1,0,0
2022-07-07,3,30000.0,1200,1 out of 2,Super Area,Nagondanahalli,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-30,3,20000.0,1600,2 out of 3,Super Area,"Isro Layout, Kumaraswamy Layout",Bangalore,3,Contact Agent,Small,Low,0,1,0,0,0,1
2022-05-11,4,84000.0,3150,8 out of 19,Carpet Area,Banashankari,Bangalore,4,Contact Owner,Compact,Low,0,0,1,1,0,0
2022-06-08,2,17000.0,1000,2 out of 4,Super Area,JAR Shikara,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-04,2,15000.0,1200,1 out of 2,Super Area,Medahalli,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-26,1,6000.0,400,4 out of 5,Super Area,"Electronic City Phase 2, Electronic City",Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-16,2,16000.0,950,1 out of 1,Carpet Area,Ramamurthy Nagar,Bangalore,3,Contact Owner,Small,Low,1,0,0,0,1,0
2022-06-07,2,9500.0,530,1 out of 3,Carpet Area,Byatarayanapura,Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-16,1,8000.0,300,Ground out of 2,Carpet Area,"Udayanagar Extension, Mahadevapura",Bangalore,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-22,2,15000.0,1000,Ground out of 3,Super Area,"Dwarka Nagar, Kattigenahalli",Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-23,1,12000.0,450,3 out of 3,Super Area,Btm Layout,Bangalore,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-06,1,10000.0,600,Ground out of 1,Carpet Area,"Jeevan Bima Nagar, Airport Road",Bangalore,1,Contact Owner,Small,Low,0,1,0,1,0,0
2022-06-23,2,16000.0,1100,2 out of 4,Super Area,"Jaya Nagar Block 7, Jayanagar",Bangalore,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-30,1,11000.0,400,1 out of 4,Super Area,Chamrajpet,Bangalore,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-30,2,11000.0,700,1 out of 2,Super Area,"Hosa Road, off Hosur Road",Bangalore,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-04,2,20000.0,1105,1 out of 4,Super Area,"Electronics City Phase 1, Electronic City",Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-04,3,24000.0,1430,3 out of 4,Super Area,Subramanyapura,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-20,2,14500.0,850,2 out of 4,Super Area,K R Puram,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-23,1,4000.0,650,1 out of 2,Super Area,Byatarayanapura,Bangalore,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-23,2,12000.0,1200,Ground out of 2,Super Area,Kempapura Agrahara,Bangalore,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-04,2,8500.0,600,1 out of 3,Super Area,Vijayanagar,Bangalore,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-26,1,9000.0,400,2 out of 4,Carpet Area,Munnekollal,Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-27,4,180000.0,2800,Ground out of 4,Carpet Area,"Sarakki Nagar, J P Nagar",Bangalore,4,Contact Agent,Compact,Low,1,0,0,0,0,1
2022-05-06,2,10500.0,1100,Ground out of 1,Super Area,"Ananda Puram, Jeevan Bima Nagar",Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-29,2,12000.0,900,1 out of 5,Super Area,"Electronic City Phase 2, Electronic City",Bangalore,2,Contact Owner,Small,Low,0,0,1,1,0,0
2022-06-12,3,32000.0,1300,2 out of 4,Super Area,"Hrbr Layout, Kalyan Nagar, Outer Ring Road",Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-25,2,15000.0,1000,Ground out of 1,Super Area,Horamavu kelkkeri road,Bangalore,3,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-24,3,21000.0,1000,1 out of 2,Carpet Area,"Vishweshwaraiah Layout, Annapurneshwari Nagar",Bangalore,3,Contact Owner,Small,Low,1,0,0,0,1,0
2022-06-06,2,12000.0,900,Ground out of 1,Carpet Area,Babusapalya,Bangalore,2,Contact Agent,Small,Low,0,0,1,0,1,0
2022-06-06,1,7000.0,800,1 out of 1,Carpet Area,Babusapalya,Bangalore,1,Contact Agent,Small,Low,0,0,1,0,1,0
2022-05-12,2,15000.0,750,1 out of 3,Super Area,Hutchins Road,Bangalore,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-10,2,11400.0,1100,2 out of 5,Carpet Area,Nisarga capital appartment,Bangalore,2,Contact Owner,Small,Low,0,0,1,1,0,0
2022-04-28,2,15000.0,1200,1 out of 3,Super Area,"Jp Nagar Phase 1, J P Nagar",Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-20,2,19000.0,1000,Ground out of 2,Carpet Area,"Rbi Layout, J P Nagar",Bangalore,2,Contact Agent,Small,Low,0,1,0,0,1,0
2022-07-04,2,27000.0,1000,4 out of 4,Carpet Area,"Hbr Layout Block 4, HBR Layout",Bangalore,2,Contact Agent,Small,Low,0,1,0,1,0,0
2022-05-18,3,48000.0,2000,2 out of 4,Carpet Area,Frazer Town,Bangalore,3,Contact Agent,Small,Low,0,1,0,0,1,0
2022-06-04,1,7000.0,550,1 out of 3,Super Area,Chikkalasandra,Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-12,2,15000.0,1130,Ground out of 4,Super Area,whitefield,Bangalore,2,Contact Owner,Small,Low,0,0,1,0,0,1
2022-06-27,2,10000.0,600,Ground out of 1,Super Area,Abbigere,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-16,1,7000.0,100,1 out of 2,Carpet Area,Chikkabanavara,Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-20,2,9000.0,500,2 out of 5,Super Area,"Meenakshi Layout, Kengeri",Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-10,1,8000.0,600,Ground out of 3,Super Area,Rajajinagar,Bangalore,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-31,2,35000.0,1200,1 out of 5,Carpet Area,Mahatma Gandhi Road,Bangalore,2,Contact Agent,Small,Low,0,1,0,1,0,0
2022-05-31,2,16000.0,850,1 out of 2,Super Area,Bilekahalli,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-27,1,4500.0,600,1 out of 4,Super Area,Madanayakahalli,Bangalore,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-23,2,16000.0,600,1 out of 3,Super Area,Sivanchetti Gardens,Bangalore,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-23,2,10000.0,700,1 out of 4,Super Area,Nagavara,Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-20,1,8000.0,400,1 out of 1,Carpet Area,Hebbal,Bangalore,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-23,1,6000.0,400,3 out of 4,Super Area,Thammenahalli Apartmentge,Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-30,2,13000.0,1000,1 out of 2,Carpet Area,Horamavu,Bangalore,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-20,2,10000.0,1200,Ground out of 4,Super Area,K R Puram,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-14,3,55000.0,1603,6 out of 17,Carpet Area,Magadi Road,Bangalore,3,Contact Agent,Small,Low,0,1,0,0,1,0
2022-05-14,3,15000.0,1200,Ground out of 2,Super Area,Bagalakunte,Bangalore,3,Contact Owner,Small,Low,0,1,0,0,0,1
2022-07-07,1,12000.0,420,2 out of 5,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,1,Contact Agent,Small,Low,0,1,0,0,1,0
2022-07-07,2,9000.0,1200,3 out of 4,Super Area,Gottigere,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-07,3,36000.0,1771,10 out of 18,Super Area,Gottigere,Bangalore,3,Contact Agent,Small,Low,0,1,0,0,1,0
2022-06-16,3,37000.0,1200,2 out of 3,Super Area,No 309 6th A cross Banashankari 1st stage 2nd block Bangalore 560050,Bangalore,3,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-23,2,6000.0,700,1 out of 2,Super Area,Ragavendra Industrial Estate,Bangalore,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-31,1,17000.0,610,10 out of 10,Super Area,"Jalahalli, Jalahalli, Outer Ring Road",Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-31,1,8000.0,800,3 out of 4,Super Area,"Dooravani Nagar, Dooravani Nagar",Bangalore,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-21,1,7500.0,550,2 out of 3,Super Area,Hommadevanahalli,Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-27,2,9500.0,750,1 out of 4,Super Area,"Ms Palya, Vidyaranyapura",Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-04,2,13500.0,700,1 out of 3,Carpet Area,Mathikere,Bangalore,2,Contact Owner,Small,Low,0,1,0,1,0,0
2022-05-22,1,9000.0,600,2 out of 2,Carpet Area,Ramamurthy Nagar,Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-20,1,7000.0,360,Ground out of 2,Super Area,J P Nagar,Bangalore,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-08,2,12000.0,800,2 out of 4,Super Area,"Btm Layout Stage 2, BTM Layout",Bangalore,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-18,4,100000.0,3700,18 out of 22,Carpet Area,"Sanjeevini Nagar, Hegganahalli",Bangalore,5,Contact Agent,Compact,Low,0,1,0,0,1,0
2022-07-08,2,12000.0,1200,1 out of 3,Super Area,Electronic City,Bangalore,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-20,1,8500.0,480,2 out of 3,Super Area,"Prakruthi Township, Hennur",Bangalore,1,Contact Owner,Small,Low,1,0,0,0,1,0
2022-07-01,2,18000.0,1000,Ground out of 3,Super Area,"M C Layout, Vijayanagar, Magadi Road",Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-27,1,11000.0,800,Ground out of 3,Super Area,"Dr.Shivaram Karanth Nagar, Jakkuru",Bangalore,1,Contact Owner,Small,Low,0,1,0,0,0,1
2022-05-27,3,18000.0,900,2 out of 3,Super Area,Rajajinagar,Bangalore,2,Contact Owner,Small,Low,1,0,0,0,1,0
2022-06-20,3,17000.0,1450,Ground out of 2,Super Area,Rayasandra,Bangalore,3,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-20,1,6500.0,400,Ground out of 3,Super Area,Rajajinagar,Bangalore,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-18,2,11500.0,700,1 out of 2,Super Area,Near coffee board layout,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-10,2,22000.0,1000,2 out of 6,Carpet Area,Banaswadi,Bangalore,2,Contact Agent,Small,Low,0,1,0,0,1,0
